15;15
0;0;0;0;0;0;0;0;0;0;0;44;0;0;0
0;0;36;0;0;0;0;0;0;0;0;80;0;62;0
0;36;0;0;0;0;32;0;0;0;70;0;66;0;0
0;0;0;0;0;24;0;0;9;0;10;22;0;0;0
0;0;0;0;0;52;0;0;0;35;0;0;0;0;0
0;0;0;24;52;0;0;32;0;0;0;0;0;0;0
0;0;32;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;32;0;0;0;0;0;0;0;0;0
0;0;0;9;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;35;0;0;0;0;0;0;0;0;0;0
0;0;70;10;0;0;0;0;0;0;0;0;0;0;0
44;80;0;22;0;0;0;0;0;0;0;0;0;0;0
0;0;66;0;0;0;0;0;0;0;0;0;0;43;0
0;62;0;0;0;0;0;0;0;0;0;0;43;0;52
0;0;0;0;0;0;0;0;0;0;0;0;0;52;0
